,,Democratic,Republican,Libertarian,Green,Unaffiliated,American Constitution,Unity Party of Colorado,American Solidarity,Unaffiliated,Socialism/Liberation,Independent American,Alliance,Unaffiliated,Unaffiliated,Prohibition,Unaffiliated,Progressive,Approval Voting,Socialist Workers,Socialist Equality,Unaffiliated,Unaffiliated/No Party Affiliation,Independent,No Party Affiliation,Total Votes Cast,Total Ballots Cast
Precinct,1310916911,1060,313,39,8,11,0,2,1,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1441,1441
Precinct,1310916912,816,314,7,4,7,3,1,0,0,1,1,0,0,0,1,2,1,1,1,0,0,0,0,0,1160,1160
Precinct,1310916916,1188,429,29,6,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1657,1657
Precinct,1310916917,967,364,14,1,3,3,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1360,1360
Precinct,1310916918,906,303,13,5,2,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,1235
Precinct,1310916919,898,344,10,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1259,1259
Precinct,1310916920,825,342,12,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,1189
Precinct,1310916921,1071,293,8,7,5,1,2,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1393,1393
Precinct,1310916922,1091,355,33,6,4,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1497,1497
Precinct,1310916923,892,340,20,3,5,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1265,1265
Precinct,1310916924,797,173,21,9,4,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1011,1011
Precinct,1310916927,704,295,10,11,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,1027
Precinct,1310916928,598,207,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,818
Precinct,1310916929,634,238,13,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,898,898
Precinct,1310916930,627,231,16,2,2,0,1,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,886,886
Precinct,1310916931,491,272,10,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777
Precinct,1310916932,758,267,6,6,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,1045
Precinct,1310916933,502,222,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,737
Precinct,1310916934,639,208,18,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,880,880
Precinct,1310916935,1065,340,30,6,2,0,2,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1451,1451
Precinct,1310916936,703,248,22,2,3,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,984,984
Precinct,1310916937,733,369,9,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1116,1116
Precinct,1310916938,831,429,15,5,3,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1287,1287
Precinct,1310916940,632,311,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,966
Precinct,1320116103,886,274,14,7,3,1,0,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1193,1193
Precinct,1320116104,685,212,13,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,921,921
Precinct,1320116105,937,338,17,5,6,6,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1316,1316
Precinct,1320116106,1021,284,16,4,10,2,1,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1345,1345
Precinct,1320116107,967,391,26,4,4,0,0,2,2,3,0,1,0,0,2,0,0,2,1,0,0,0,0,0,1405,1405
Precinct,1320116108,1061,357,25,1,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,1454
Precinct,1320116109,550,235,13,0,4,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,810,810
Precinct,1320116110,895,330,18,2,3,4,2,4,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1264,1264
Precinct,1320116111,1099,346,17,6,6,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1480,1480
Precinct,1320116115,268,124,7,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,403,403
Precinct,1320116116,697,365,13,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1082,1082
Precinct,1320116117,714,307,18,0,3,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1049,1049
Precinct,1320116118,777,236,22,6,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1050,1050
Precinct,1320116119,787,285,13,8,10,4,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1112,1112
Precinct,1320116121,748,326,21,3,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1110,1110
Precinct,1320216212,1117,154,15,5,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1295,1295
Precinct,1320216213,831,78,12,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,933
Precinct,1320216214,867,121,11,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,1012
Precinct,1320216215,1292,148,16,6,3,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,1473
Precinct,1320216216,1205,125,29,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1369,1369
Precinct,1320216217,986,139,16,1,2,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1151,1151
Precinct,1320216218,774,89,10,9,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,889,889
Precinct,1320216219,1691,363,34,7,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,2105
Precinct,1320216220,1638,171,34,13,3,1,1,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1869,1869
Precinct,1320216221,1433,169,20,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1634,1634
Precinct,1320216222,825,112,12,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,958
Precinct,1320216223,665,144,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,820,820
Precinct,1320216224,1336,225,18,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1590,1590
Precinct,1320216225,679,126,11,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,822
Precinct,1320216226,717,128,9,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,859,859
Precinct,1320216227,702,182,16,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,908,908
Precinct,1320216228,455,149,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,609,609
Precinct,1320216229,605,171,22,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,806
Precinct,1320216230,627,189,15,2,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,843
Precinct,1320216231,663,216,15,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,901,901
Precinct,1320216232,850,181,19,9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1064,1064
Precinct,1320216233,1602,311,31,2,3,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1956
Precinct,1320216234,1389,269,33,4,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1702,1702
Precinct,1320216235,1107,242,18,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1373,1373
Precinct,1320216236,871,195,8,7,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1090,1090
Precinct,1320216237,785,111,10,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,913
Precinct,1320216238,1389,295,24,8,6,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1728,1728
Precinct,1320216239,898,245,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1161,1161
Precinct,1320216240,721,185,16,2,9,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,939,939
Precinct,1320216241,751,207,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,977
Precinct,1320216242,682,197,16,2,2,1,0,6,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,912,912
Precinct,1320216243,887,223,17,5,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,1141
Precinct,1320216244,865,204,15,11,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,1103
Precinct,1320216245,878,293,14,3,1,1,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1197,1197
Precinct,1320216246,828,252,16,3,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1106,1106
Precinct,1320216247,664,232,12,1,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,919,919
Precinct,1320216248,714,209,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,939
Precinct,1320216249,920,333,16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1273
Precinct,1320216250,906,264,20,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,1198
Precinct,1320216251,913,97,12,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1035,1035
Precinct,1320516532,541,57,8,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,612
Precinct,1320516533,922,207,17,3,1,2,0,0,1,5,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1163,1163
Precinct,1320516534,890,226,11,8,3,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1146,1146
Precinct,1320516535,1001,240,22,5,10,4,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1291,1291
Precinct,1320516536,703,267,16,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,993,993
Precinct,1320516537,808,262,9,2,5,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1094,1094
Precinct,1320516538,662,254,13,7,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,941,941
Precinct,1320516539,643,194,18,3,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,865
Precinct,1320616608,1064,163,12,2,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1247,1247
Precinct,1320616616,856,309,12,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,1184
Precinct,1320616620,880,355,8,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1252,1252
Precinct,1320616621,808,295,17,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,1124
Precinct,1320616632,798,221,7,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1033
Precinct,1320616633,849,225,9,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1089,1089
Precinct,1320616634,533,281,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,825
Precinct,1320616635,921,451,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1387,1387
Precinct,1320616636,883,214,10,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,1114
Precinct,1320616637,780,335,17,4,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1141,1141
Precinct,1320616638,462,183,15,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,664,664
Precinct,1320616639,814,222,17,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1059,1059
Precinct,1320616640,983,369,14,2,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1377,1377
Precinct,1320916902,887,143,25,6,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1067,1067
Precinct,1320916907,939,307,18,11,4,1,1,2,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1289,1289
Precinct,1320916913,1099,323,17,7,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1453,1453
Precinct,1320916914,707,260,28,5,1,1,1,3,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1011,1011
Precinct,1320916915,737,279,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030
Precinct,1320916925,489,205,10,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,711,711
Precinct,1320916926,489,202,19,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,714
Precinct,1320916939,552,150,12,1,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,725
Precinct,1330516516,601,51,6,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,666,666
Precinct,1330516520,723,163,16,4,12,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,926,926
Precinct,1330516521,869,99,9,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,986,986
Precinct,1330616601,491,67,8,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,573,573
Precinct,1330616602,740,94,9,6,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,855,855
Precinct,1330616603,748,138,14,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,905
Precinct,1330616604,1021,186,17,7,5,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1241,1241
Precinct,1330716701,876,93,9,6,5,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,994,994
Precinct,1330716702,1094,180,14,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1294
Precinct,1330716703,563,96,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,669
Precinct,1330716704,633,62,11,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,713,713
Precinct,1330716705,1298,248,14,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,1565
Precinct,1330716706,914,113,6,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1041
Precinct,1330716707,722,124,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,853,853
Precinct,1330716708,1265,185,17,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,1473
Precinct,1330716709,660,45,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,721,721
Precinct,1330716710,742,117,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,868
Precinct,1330716711,345,40,6,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,397
Precinct,1330716712,226,29,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,260,260
Precinct,1330716713,927,122,12,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1068,1068
Precinct,1330716714,765,100,2,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,877,877
Precinct,1330716715,664,120,13,7,6,1,0,1,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,818,818
Precinct,1330716716,583,105,5,2,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,703,703
Precinct,1330716717,696,119,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,822
Precinct,1330716718,664,121,2,3,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,800,800
Precinct,1330716719,704,84,6,2,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,804,804
Precinct,1330716720,621,75,5,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,710,710
Precinct,1330716721,636,86,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,728,728
Precinct,1330716722,756,108,7,1,5,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,883,883
Precinct,1330716723,707,116,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,838,838
Precinct,1330716724,682,106,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,798,798
Precinct,1330716725,722,113,4,1,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,847,847
Precinct,1330716726,771,92,4,0,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,879
Precinct,1330716727,802,200,2,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1016
Precinct,1330716728,1432,393,20,6,5,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1864,1864
Precinct,1330716729,1604,427,19,11,4,7,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2079,2079
Precinct,1330716730,1297,428,17,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,1753
Precinct,1330716731,1104,260,12,3,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,1388
Precinct,1330716732,667,123,4,4,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,806,806
Precinct,1330716733,1688,518,40,9,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,2268
Precinct,1330716734,740,198,5,0,5,0,1,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,957,957
Precinct,1330716735,643,167,3,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,822
Precinct,1330716736,548,171,8,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,734,734
Precinct,1330716737,631,152,6,2,5,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,803,803
Precinct,1330716738,712,160,7,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,886,886
Precinct,1330716739,722,179,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,912,912
Precinct,1330716740,669,160,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,839,839
Precinct,1330716741,698,144,9,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,862,862
Precinct,1330716742,759,179,20,2,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,971,971
Precinct,1330716743,755,125,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,890,890
Precinct,1330716744,1474,317,19,1,4,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,1821
Precinct,1330716745,1374,285,24,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1691,1691
Precinct,1330716746,1768,386,28,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2188,2188
Precinct,1330816801,799,63,15,3,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,888,888
Precinct,1330816802,768,53,8,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838
Precinct,1330816803,707,90,6,4,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,815
Precinct,1330816804,680,52,5,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,746
Precinct,1330816805,667,63,9,5,5,0,0,2,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,757,757
Precinct,1330816806,916,113,14,5,4,3,0,0,0,4,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1064,1064
Precinct,1330816807,1161,88,15,1,11,2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1283,1283
Precinct,1330816808,1129,91,12,4,7,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1251,1251
Precinct,1330816810,1253,142,12,7,2,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1425,1425
Precinct,1330816811,851,68,11,6,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,941,941
Precinct,1330816812,847,93,11,4,1,0,1,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,965,965
Precinct,1330816813,818,52,14,5,1,0,1,2,2,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,901,901
Precinct,1330816814,713,61,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,788,788
Precinct,1330816815,724,49,9,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,791,791
Precinct,1330816816,686,59,7,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,759
Precinct,1330816817,790,60,14,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,870,870
Precinct,1330816818,631,41,9,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,689,689
Precinct,1330816819,794,76,7,0,3,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,886,886
Precinct,1330816820,822,77,5,2,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,916,916
Precinct,1330816821,759,79,8,2,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,855,855
Precinct,1330816822,860,62,6,3,2,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,941,941
Precinct,1330816823,916,78,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,1005
Precinct,1330816824,890,76,11,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,985,985
Precinct,1330816825,845,88,8,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,949,949
Precinct,1330816826,929,116,10,10,7,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1079,1079
Precinct,1330816827,1115,89,16,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1229,1229
Precinct,1330816828,1305,122,14,5,3,2,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1458,1458
Precinct,1330816829,1325,149,14,5,3,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1506,1506
Precinct,1330816830,921,103,18,2,3,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1052,1052
Precinct,1330816831,869,78,8,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,962
Precinct,1330816832,850,86,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,952
Precinct,1330816833,930,106,8,5,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1055,1055
Precinct,1330816834,844,113,3,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,967,967
Precinct,1330816835,887,117,16,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1025,1025
Precinct,1330816836,926,111,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,1043
Precinct,1330816837,867,139,9,6,3,2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1032
Precinct,1330816838,810,157,12,7,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,995,995
Precinct,1330816839,483,51,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,543,543
Precinct,1330816840,487,78,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,572
Precinct,1330816847,468,72,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,547,547
Precinct,1340116101,962,219,10,6,5,2,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1211,1211
Precinct,1340116102,909,285,12,4,1,2,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1220,1220
Precinct,1340216201,1482,201,26,6,7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1726,1726
Precinct,1340216202,981,139,14,7,5,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1151,1151
Precinct,1340216203,800,92,3,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,905
Precinct,1340416401,966,311,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,1291
Precinct,1340416402,1133,183,13,2,5,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,1343
Precinct,1340416403,996,215,12,7,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1237,1237
Precinct,1340416404,1207,205,23,3,4,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1448,1448
Precinct,1340416405,956,197,14,2,1,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,1177
Precinct,1340416406,747,147,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,910,910
Precinct,1340416407,1180,213,27,3,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1430,1430
Precinct,1340416408,1272,243,14,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1539,1539
Precinct,1340416409,1000,157,8,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,1173
Precinct,1340416410,864,138,11,1,4,1,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1025,1025
Precinct,1340416411,857,135,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1008,1008
Precinct,1340416412,1252,147,14,3,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1423,1423
